19.218,22.047,24.319,33.018,32.731
18.969,18.755,16.705,32.805,32.841
18.762,16.959,16.618,22.681,32.685
18.909,17.76,17.772,21.36,32.738
19.039,16.334,17.137,21.354,32.864
18.854,16.308,17.149,18.163,32.727
18.845,16.456,17.246,14.414,32.825
18.844,16.294,15.766,15.214,32.64
18.845,16.318,14.86,15.177,19.024
18.868,16.396,12.476,15.204,18.995
