1.2183e-05,2.3205e-16,6.285e-07,1.1971e-17,0.0019577,3.7287e-14,0.00010099,1.9236e-15,1.375e-06,2.619e-17,7.0937e-08,1.3511e-18,0.00022096,4.2085e-15,1.1399e-05,2.1711e-16,7.349e-10,1.3998e-20,3.7913e-11,7.2212e-22,1.1809e-07,2.2493e-18,6.0922e-09,1.1604e-19,8.2946e-11,1.5799e-21,4.2791e-12,8.1503e-23,1.3329e-08,2.5387e-19,6.8761e-10,1.3097e-20,1.114e-09,2.1218e-20,5.7469e-11,1.0946e-21,1.79e-07,3.4095e-18,9.2346e-09,1.7589e-19,1.2573e-10,2.3948e-21,6.4863e-12,1.2354e-22,2.0204e-08,3.8481e-19,1.0423e-09,1.9852e-20,6.7198e-14,1.2799e-24,3.4667e-15,6.6029e-26,1.0798e-11,2.0567e-22,5.5706e-13,1.061e-23,7.5844e-15,1.4446e-25,3.9127e-16,7.4524e-27,1.2187e-12,2.3213e-23,6.2873e-14,1.1975e-24,0.028198,0.047142,0.01377,0.005622,1.0495e-16,0.04229,0.047614,0.068031,0.06889,0.047549,0.052024,0.025582,0.002391,0.00055108,0.0092023,0.0099608,0.020774,0.0076723,0.016052,0.015013,0.032107,0.010796,0.010204,0.018401,0.020227,0.017435,0.013394,0.012583,0.013588,0.004186,0.005723,0.0081804,0.010988,0.011598,0.012062,0.013489,0.015222,0.016808,0.018028,0.018856,0.019577,0.020502,0.014972,0.01574,0.016192,0.016389,0.016457,0.01652,0.016529,0.016424,0.016189
3.3326e-25,2.1366e-34,3.4859e-21,2.2348e-30,3.7187e-19,2.3841e-28,3.8898e-15,2.4937e-24,6.2587e-20,4.0125e-29,6.5466e-16,4.197e-25,6.9838e-14,4.4773e-23,7.305e-10,4.6832e-19,4.0975e-21,2.6269e-30,4.2859e-17,2.7477e-26,4.5722e-15,2.9312e-24,4.7824e-11,3.066e-20,7.6951e-16,4.9333e-25,8.049e-12,5.1602e-21,8.5866e-10,5.5048e-19,8.9815e-06,5.758e-15,4.5702e-22,2.93e-31,4.7804e-18,3.0647e-27,5.0997e-16,3.2694e-25,5.3342e-12,3.4198e-21,8.5829e-17,5.5025e-26,8.9777e-13,5.7556e-22,9.5772e-11,6.14e-20,1.0018e-06,6.4223e-16,5.6191e-18,3.6024e-27,5.8775e-14,3.7681e-23,6.27e-12,4.0197e-21,6.5584e-08,4.2046e-17,1.0553e-12,6.7653e-22,1.1038e-08,7.0765e-18,1.1775e-06,7.5491e-16,0.012317,7.8963e-12,6.218e-10,0.0016207,2.473e-10,4.1339e-12,9.3872e-08,1.2639e-10,3.1692e-07,5.6992e-06,0.012599,0.17589,0.2983,0.079571,1.5358e-05,1.8114e-09,2.0938e-08,2.3496e-10,2.4048e-07,4.2049e-06,0.00051233,0.0038411,0.10121,0.0010793,1.1528e-06,0.23359,0.058784,0.000587,0.00042245,1.6499e-07,3.1024e-06,9.8819e-07,2.3376e-06,1.3299e-05,6.4112e-05,0.00011887,0.00017237,0.00024776,0.00047971,0.00088135,0.0012876,0.0017651,0.0022219,0.002678,0.00097293,0.0010978,0.0011685,0.0011751,0.0011435,0.001121,0.0010838,0.0010183,0.0009264
1.5945e-25,5.7557e-36,5.1517e-23,1.8596e-33,8.8657e-18,3.2003e-28,2.8645e-15,1.034e-25,2.9945e-20,1.0809e-30,9.675e-18,3.4924e-28,1.665e-12,6.0102e-23,5.3795e-10,1.9419e-20,1.9604e-21,7.0766e-32,6.334e-19,2.2864e-29,1.09e-13,3.9347e-24,3.5218e-11,1.2713e-21,3.6817e-16,1.329e-26,1.1895e-13,4.2939e-24,2.0471e-08,7.3895e-19,6.6141e-06,2.3875e-16,2.1866e-22,7.8931e-33,7.0648e-20,2.5502e-30,1.2158e-14,4.3887e-25,3.9282e-12,1.418e-22,4.1065e-17,1.4823e-27,1.3268e-14,4.7893e-25,2.2833e-09,8.242e-20,7.3771e-07,2.663e-17,2.6884e-18,9.7045e-29,8.6862e-16,3.1355e-26,1.4948e-10,5.3959e-21,4.8297e-08,1.7434e-18,5.0489e-13,1.8225e-23,1.6313e-10,5.8885e-21,2.8073e-05,1.0134e-15,0.0090702,3.2741e-13,6.1062e-09,0.0041216,8.4249e-10,1.0427e-11,2.8552e-08,1.4774e-10,3.1207e-07,5.6572e-06,0.0089789,0.12537,0.33584,0.088748,3.4502e-06,3.8487e-10,1.9181e-07,2.6495e-09,3.7279e-07,8.3596e-06,0.0022459,0.0092221,0.095723,0.00057819,1.05e-06,0.23891,0.069298,0.001288,0.00039834,3.5501e-07,2.7767e-06,2.1471e-07,6.4148e-07,4.6895e-06,2.765e-05,5.3138e-05,7.8744e-05,0.00012114,0.00025261,0.00049185,0.00074665,0.0010477,0.0013422,0.0016522,0.00040799,0.00047778,0.00052004,0.00052848,0.0005163,0.00050788,0.00049157,0.00046019,0.00041488
1.5492e-19,5.8773e-16,6.9526e-14,2.6376e-10,5.4499e-20,2.0675e-16,2.4458e-14,9.2786e-11,1.7486e-20,6.6335e-17,7.8471e-15,2.977e-11,6.1511e-21,2.3336e-17,2.7605e-15,1.0472e-11,1.9048e-15,7.2262e-12,8.5482e-10,3.2429e-06,6.7006e-16,2.542e-12,3.0071e-10,1.1408e-06,2.1499e-16,8.1559e-13,9.648e-11,3.6602e-07,7.5628e-17,2.8691e-13,3.394e-11,1.2876e-07,1.0582e-18,4.0146e-15,4.7491e-13,1.8017e-09,3.7226e-19,1.4123e-15,1.6706e-13,6.3379e-10,1.1944e-19,4.5312e-16,5.3601e-14,2.0335e-10,4.2016e-20,1.594e-16,1.8856e-14,7.1534e-11,1.3011e-14,4.9359e-11,5.839e-09,2.2151e-05,4.577e-15,1.7364e-11,2.054e-09,7.7924e-06,1.4685e-15,5.571e-12,6.5902e-10,2.5002e-06,5.1659e-16,1.9598e-12,2.3183e-10,8.7951e-07,1.2994e-06,1.9649e-09,3.3814e-07,6.5576e-08,2.4641e-06,7.2415e-06,2.6606e-05,0.00015157,0.045246,0.44718,0.12787,0.071637,0.003333,4.9755e-06,2.3413e-06,8.9543e-08,0.0061653,1.1394e-05,9.2033e-06,6.8416e-06,0.076343,0.014635,5.0817e-05,0.14108,0.00039671,1.9598e-05,5.3171e-05,1.8423e-07,0.00010916,0.00049919,0.00047095,0.00054721,0.00068447,0.00095015,0.0015099,0.0021983,0.0033085,0.0043402,0.0049152,0.0056556,0.0065653,0.0077062,0.0030477,0.0031187,0.0030539,0.0029455,0.0028687,0.002867,0.0028643,0.0028105,0.0026968
9.4148e-18,4.3622e-22,3.0419e-15,1.4094e-19,1.5129e-15,7.0096e-20,4.888e-13,2.2648e-17,1.4914e-15,6.91e-20,4.8186e-13,2.2326e-17,2.3965e-13,1.1104e-17,7.7429e-11,3.5875e-15,3.6817e-12,1.7058e-16,1.1895e-09,5.5115e-14,5.9161e-10,2.7411e-14,1.9115e-07,8.8564e-12,5.832e-10,2.7022e-14,1.8843e-07,8.7306e-12,9.3715e-08,4.3421e-12,3.0279e-05,1.4029e-09,2.5645e-19,1.1882e-23,8.2857e-17,3.839e-21,4.1209e-17,1.9093e-21,1.3314e-14,6.1689e-19,4.0623e-17,1.8822e-21,1.3125e-14,6.0813e-19,6.5277e-15,3.0245e-19,2.1091e-12,9.772e-17,1.0028e-13,4.6465e-18,3.2402e-11,1.5013e-15,1.6115e-11,7.4665e-16,5.2066e-09,2.4124e-13,1.5886e-11,7.3604e-16,5.1326e-09,2.3781e-13,2.5527e-09,1.1827e-13,8.2476e-07,3.8214e-11,6.0612e-07,8.3568e-05,2.6926e-06,4.0295e-07,5.4436e-11,1.5228e-09,8.0973e-08,1.5753e-06,0.0083982,0.10992,0.11271,0.098257,0.0045366,5.9761e-05,2.4147e-05,1.5755e-06,3.0733e-05,0.0011509,0.0028626,0.0045271,0.083225,0.022807,0.0021689,0.12559,0.02214,0.003972,0.0048082,0.00039222,0.0037137,0.002831,0.0037565,0.005816,0.0084342,0.0099834,0.011983,0.014864,0.018847,0.022431,0.024792,0.026883,0.028931,0.031362,0.018714,0.019701,0.02012,0.02015,0.020053,0.020063,0.019996,0.019707,0.019166
1.6311e-12,1.6227e-13,5.27e-10,5.2428e-11,2.621e-10,2.6075e-11,8.4684e-08,8.4247e-09,1.841e-13,1.8315e-14,5.9481e-11,5.9174e-12,2.9583e-11,2.943e-12,9.558e-09,9.5087e-10,1.5715e-10,1.5634e-11,5.0776e-08,5.0514e-09,2.5253e-08,2.5123e-09,8.1591e-06,8.1171e-07,1.7737e-11,1.7646e-12,5.7309e-09,5.7013e-10,2.8502e-09,2.8355e-10,9.209e-07,9.1615e-08,4.3696e-18,4.3471e-19,1.4118e-15,1.4045e-16,7.0216e-16,6.9853e-17,2.2686e-13,2.2569e-14,4.9319e-19,4.9064e-20,1.5935e-16,1.5852e-17,7.925e-17,7.8841e-18,2.5605e-14,2.5473e-15,4.2101e-16,4.1884e-17,1.3603e-13,1.3532e-14,6.7652e-14,6.7303e-15,2.1858e-11,2.1745e-12,4.7518e-17,4.7273e-18,1.5353e-14,1.5274e-15,7.6356e-15,7.5962e-16,2.467e-12,2.4543e-13,0.00027082,5.7531e-06,0.00013264,4.2011e-05,4.3198e-16,0.00018288,0.00042222,0.0022472,0.067554,0.17327,0.093173,0.084499,0.0072654,0.00013459,0.00025014,6.0424e-05,0.014141,0.0011752,0.00097819,0.00057589,0.053225,0.037552,0.032425,0.086293,0.0043612,0.0014117,0.0016927,0.0019598,0.044016,0.0072485,0.0078044,0.007282,0.0078397,0.0085116,0.010406,0.013383,0.016396,0.018314,0.019272,0.020209,0.021517,0.023444,0.011338,0.011962,0.012164,0.012165,0.012171,0.012305,0.012414,0.012373,0.012149
2.9915e-19,4.6417e-17,3.1291e-15,4.8552e-13,1.4112e-15,2.1897e-13,1.4761e-11,2.2904e-09,3.3764e-20,5.2389e-18,3.5317e-16,5.4799e-14,1.5928e-16,2.4714e-14,1.666e-12,2.5851e-10,1.1698e-13,1.8151e-11,1.2236e-09,1.8986e-07,5.5186e-10,8.5628e-08,5.7724e-06,0.00089566,1.3203e-14,2.0487e-12,1.3811e-10,2.1429e-08,6.2286e-11,9.6646e-09,6.5151e-07,0.00010109,1.6143e-23,2.5047e-21,1.6885e-19,2.6199e-17,7.6151e-20,1.1816e-17,7.9653e-16,1.2359e-13,1.822e-24,2.827e-22,1.9058e-20,2.957e-18,8.5949e-21,1.3336e-18,8.9902e-17,1.395e-14,6.3126e-18,9.7948e-16,6.6029e-14,1.0245e-11,2.9779e-14,4.6206e-12,3.1149e-10,4.8331e-08,7.1248e-19,1.1055e-16,7.4525e-15,1.1563e-12,3.3611e-15,5.2151e-13,3.5156e-11,5.455e-09,8.8881e-06,2.0771e-08,2.5706e-06,5.5233e-07,4.3695e-13,4.5011e-07,1.4313e-06,1.3013e-05,0.020612,0.28592,0.1395,0.14181,0.002753,4.4794e-06,3.7864e-05,3.0846e-06,0.0040639,0.00012543,8.8716e-05,4.1487e-05,0.058852,0.028994,0.012084,0.15653,0.00080186,0.00011264,0.00014795,0.00011214,0.019511,0.0020851,0.0024152,0.0022602,0.0024084,0.0027431,0.0039016,0.0060376,0.0084177,0.0099345,0.010642,0.011338,0.012476,0.014362,0.0038074,0.0041383,0.0042296,0.0042143,0.0042145,0.0042923,0.0043618,0.0043498,0.0042365
9.8114e-16,1.7512e-25,3.17e-13,5.6582e-23,1.5766e-13,2.8141e-23,5.0939e-11,9.0921e-21,4.2745e-12,7.6296e-22,1.3811e-09,2.4651e-19,6.8687e-10,1.226e-19,2.2192e-07,3.9611e-17,4.548e-13,8.1177e-23,1.4694e-10,2.6228e-20,7.3081e-11,1.3044e-20,2.3612e-08,4.2146e-18,1.9814e-09,3.5366e-19,6.4019e-07,1.1427e-16,3.1839e-07,5.683e-17,0.00010287,1.8362e-14,1.0582e-17,1.8887e-27,3.4189e-15,6.1024e-25,1.7004e-15,3.035e-25,5.4939e-13,9.806e-23,4.6102e-14,8.2287e-24,1.4895e-11,2.6587e-21,7.408e-12,1.3223e-21,2.3935e-09,4.2722e-19,4.9051e-15,8.7551e-25,1.5848e-12,2.8287e-22,7.882e-13,1.4069e-22,2.5466e-10,4.5455e-20,2.137e-11,3.8143e-21,6.9046e-09,1.2324e-18,3.4339e-09,6.1292e-19,1.1095e-06,1.9803e-16,1.0793e-07,0.0033766,4.8652e-07,5.8125e-08,2.8432e-13,1.0606e-08,2.5614e-06,3.8807e-05,0.0121,0.064111,0.10003,0.080376,0.0044241,6.5785e-05,3.0537e-06,2.1992e-07,3.0956e-06,0.001144,0.0036466,0.013079,0.06462,0.019561,0.002781,0.096126,0.048735,0.0063876,0.0088706,0.0008315,0.0044956,0.0034253,0.0047364,0.0077965,0.011725,0.01347,0.015077,0.017703,0.021513,0.025153,0.027721,0.029762,0.031498,0.033424,0.023277,0.024454,0.025081,0.025247,0.02518,0.025141,0.025001,0.024647,0.024053
7.3154e-17,7.2777e-18,7.6519e-13,7.6124e-14,2.0243e-12,2.0138e-13,2.1174e-08,2.1064e-09,8.2567e-18,8.2141e-19,8.6364e-14,8.5919e-15,2.2847e-13,2.2729e-14,2.3898e-09,2.3775e-10,1.7072e-13,1.6984e-14,1.7857e-09,1.7765e-10,4.7241e-09,4.6997e-10,4.9414e-05,4.9159e-06,1.9269e-14,1.9169e-15,2.0155e-10,2.0051e-11,5.3319e-10,5.3044e-11,5.5772e-06,5.5484e-07,7.3967e-20,7.3585e-21,7.7369e-16,7.697e-17,2.0468e-15,2.0362e-16,2.1409e-11,2.1298e-12,8.3484e-21,8.3053e-22,8.7324e-17,8.6873e-18,2.3101e-16,2.2982e-17,2.4164e-12,2.4039e-13,1.7262e-16,1.7173e-17,1.8056e-12,1.7963e-13,4.7766e-12,4.7519e-13,4.9962e-08,4.9705e-09,1.9483e-17,1.9382e-18,2.0379e-13,2.0274e-14,5.3912e-13,5.3633e-14,5.6391e-09,5.61e-10,1.901e-05,2.755e-06,5.6736e-06,9.5139e-07,3.222e-11,2.5595e-05,7.1351e-05,0.00046197,0.050021,0.25377,0.16497,0.10994,0.00082935,1.0416e-06,3.6517e-05,3.6469e-06,0.0098206,8.1268e-05,0.00015734,0.00021253,0.082382,0.015823,0.0037777,0.13604,0.0035609,0.00027487,0.000387,0.00010182,0.0069668,0.00092282,0.0013411,0.0018948,0.0027089,0.0032173,0.0042872,0.0063565,0.0089994,0.011207,0.012657,0.013904,0.015418,0.017667,0.0058419,0.0064389,0.0066966,0.0067481,0.0067581,0.0068415,0.0068909,0.0068128,0.0065847
8.4413e-10,2.3619e-21,1.1165e-08,3.1239e-20,1.3564e-07,3.7954e-19,1.7941e-06,5.0199e-18,7.6201e-09,2.1321e-20,1.0078e-07,2.82e-19,1.2245e-06,3.4261e-18,1.6195e-05,4.5315e-17,4.8598e-12,1.3598e-23,6.4277e-11,1.7985e-22,7.8093e-10,2.1851e-21,1.0329e-08,2.89e-20,4.387e-11,1.2275e-22,5.8024e-10,1.6235e-21,7.0495e-09,1.9725e-20,9.3238e-08,2.6089e-19,3.6791e-11,1.0294e-22,4.8661e-10,1.3616e-21,5.912e-09,1.6542e-20,7.8193e-08,2.1879e-19,3.3212e-10,9.2928e-22,4.3927e-09,1.2291e-20,5.3368e-08,1.4933e-19,7.0585e-07,1.975e-18,2.1181e-13,5.9267e-25,2.8015e-12,7.8388e-24,3.4036e-11,9.5235e-23,4.5017e-10,1.2596e-21,1.9121e-12,5.35e-24,2.5289e-11,7.0761e-23,3.0725e-10,8.597e-22,4.0637e-09,1.1371e-20,0.00025677,0.030773,0.00022595,3.8291e-05,9.8541e-13,0.0010931,0.0088297,0.026408,0.065748,0.074493,0.098344,0.053135,0.0024936,0.0001128,0.00026574,8.2925e-05,0.0017102,0.0025717,0.010218,0.025152,0.084115,0.012968,0.0014037,0.052902,0.048186,0.013477,0.012991,0.00095612,0.0021679,0.0019706,0.0028768,0.0054005,0.0089095,0.010514,0.011677,0.01344,0.016463,0.019681,0.022101,0.024125,0.025779,0.027466,0.018817,0.01975,0.02025,0.020359,0.020257,0.020181,0.020018,0.019679,0.019146
