0.51228,0.50093,0.4969,0.53692,0.48826,0.50338,0.49925,0.50195
0.51228,0.50383,0.48999,0.53995,0.48616,0.49729,0.49006,0.49804
0.51311,0.50452,0.4916,0.53811,0.49335,0.50278,0.4925,0.49863
0.51311,0.51196,0.49387,0.54193,0.48521,0.49942,0.48769,0.49723
0.5052,0.521,0.49318,0.54509,0.48439,0.48557,0.4789,0.49442
0.5052,0.52896,0.50226,0.53581,0.48382,0.49056,0.48309,0.49165
0.5052,0.52817,0.49499,0.53404,0.4816,0.48397,0.48267,0.49159
0.48543,0.51973,0.48252,0.53304,0.47576,0.47946,0.48219,0.49344
0.48543,0.51129,0.48074,0.50877,0.47616,0.47911,0.48394,0.48395
0.5104,0.51209,0.48418,0.50622,0.47713,0.47729,0.48783,0.48596
0.5104,0.5154,0.48717,0.53257,0.48309,0.48403,0.49206,0.50382
0.5104,0.51581,0.50055,0.53609,0.49062,0.48621,0.49251,0.50406
0.51592,0.51222,0.50014,0.53289,0.49595,0.49116,0.49584,0.50888
0.51592,0.52803,0.51162,0.53449,0.51221,0.50876,0.50733,0.51769
0.52426,0.54083,0.52148,0.53044,0.52561,0.51772,0.52086,0.5208
0.52426,0.5426,0.52868,0.53765,0.53534,0.53437,0.53,0.52895
0.52426,0.56103,0.52683,0.54058,0.53584,0.53528,0.5253,0.52947
0.53207,0.5671,0.53662,0.5371,0.54388,0.54062,0.53619,0.53158
0.53207,0.58246,0.54635,0.54321,0.55268,0.54965,0.54033,0.53862
0.54022,0.59331,0.54599,0.54221,0.55732,0.55361,0.54652,0.54171
0.54022,0.59434,0.553,0.54819,0.56165,0.5546,0.55584,0.5479
0.54022,0.58938,0.55579,0.54858,0.56653,0.56057,0.55356,0.54849
0.56363,0.59978,0.56311,0.54614,0.56956,0.56303,0.56302,0.55295
0.56363,0.59726,0.56763,0.56943,0.57526,0.57196,0.56563,0.57035
0.58127,0.58815,0.57255,0.56944,0.57185,0.57453,0.57607,0.56979
0.58127,0.59918,0.58016,0.58376,0.57298,0.58708,0.5828,0.58258
0.58127,0.59587,0.59208,0.58228,0.58884,0.59928,0.59161,0.58604
0.59885,0.59459,0.59226,0.58194,0.58269,0.60326,0.5972,0.58959
0.59885,0.60123,0.59425,0.59828,0.59424,0.60757,0.6017,0.60044
0.60294,0.59914,0.60365,0.59797,0.60004,0.6121,0.60764,0.60229
0.60294,0.60907,0.61189,0.60189,0.61202,0.62016,0.61196,0.60829
0.60294,0.6131,0.60953,0.60283,0.60609,0.62032,0.61578,0.60882
0.63002,0.62141,0.62869,0.60268,0.62058,0.62611,0.62728,0.61105
0.63002,0.62462,0.63973,0.62618,0.62923,0.63222,0.62759,0.62866
0.63942,0.62268,0.62882,0.62627,0.61587,0.62642,0.62957,0.63156
0.63942,0.6252,0.64411,0.63388,0.63285,0.64292,0.64449,0.63811
0.63942,0.61947,0.63122,0.63406,0.63707,0.63812,0.63788,0.6407
0.64481,0.61727,0.63213,0.63388,0.64688,0.64641,0.64723,0.64349
0.64481,0.61534,0.63726,0.63654,0.64623,0.65183,0.65285,0.64848
0.66196,0.61633,0.63761,0.63775,0.66206,0.66694,0.66406,0.64954
0.66196,0.61745,0.64774,0.64905,0.67312,0.673,0.66375,0.66604
0.66196,0.61843,0.65548,0.65169,0.68039,0.68182,0.67237,0.67031
0.65477,0.6283,0.66306,0.65199,0.68182,0.68675,0.67812,0.67156
0.65477,0.62127,0.6526,0.64303,0.67934,0.68054,0.67949,0.66902
0.68495,0.63959,0.66788,0.64613,0.68178,0.68577,0.67805,0.67396
0.68495,0.65721,0.68181,0.66667,0.70203,0.69916,0.69116,0.69364
0.68495,0.6602,0.6975,0.66613,0.70029,0.69981,0.69415,0.69518
0.69394,0.67095,0.69523,0.66842,0.69233,0.69726,0.69291,0.69633
0.69394,0.65479,0.70596,0.67287,0.70702,0.70241,0.69003,0.70028
0.687,0.66232,0.68972,0.66921,0.70336,0.70139,0.68647,0.69686
0.687,0.66471,0.69583,0.6647,0.69903,0.705,0.68834,0.69158
0.687,0.65593,0.70246,0.66706,0.69526,0.70414,0.68644,0.69106
0.69821,0.66578,0.70001,0.66883,0.6896,0.70664,0.69148,0.69243
0.69821,0.66522,0.70328,0.68098,0.69407,0.70905,0.69388,0.7008
0.70616,0.66567,0.69439,0.67886,0.68569,0.70443,0.68969,0.69904
0.70616,0.65855,0.70695,0.68194,0.69504,0.70457,0.69128,0.70277
0.70616,0.69577,0.70134,0.68328,0.68651,0.70277,0.69326,0.7032
0.6933,0.6653,0.69636,0.68048,0.68774,0.70404,0.6906,0.70147
0.6933,0.66242,0.69247,0.67584,0.68598,0.6996,0.68827,0.69574
0.68337,0.66582,0.69079,0.67297,0.68483,0.69312,0.68118,0.69018
0.68337,0.65369,0.68354,0.66759,0.69048,0.68855,0.67782,0.68393
0.68337,0.70093,0.68208,0.66577,0.67928,0.68025,0.67513,0.67952
0.68522,0.70144,0.68123,0.66044,0.67493,0.67776,0.67043,0.67728
0.68522,0.65164,0.67726,0.66406,0.67122,0.67503,0.66697,0.6762
0.66428,0.6786,0.67344,0.65953,0.66579,0.65909,0.66009,0.67244
0.66428,0.6461,0.66743,0.64252,0.65787,0.65158,0.65627,0.65998
0.66428,0.6276,0.66202,0.639,0.65874,0.6424,0.65117,0.65625
0.65617,0.61347,0.6506,0.63988,0.6478,0.64579,0.64316,0.65113
0.65617,0.61886,0.65186,0.6347,0.64303,0.64148,0.6462,0.64975
0.63898,0.61145,0.63756,0.63228,0.64031,0.63954,0.63536,0.64235
0.63898,0.6048,0.62555,0.61546,0.62926,0.62904,0.62235,0.62964
0.63898,0.61217,0.62075,0.61965,0.61511,0.61994,0.61732,0.62917
0.61241,0.60266,0.61715,0.61509,0.62628,0.62576,0.61301,0.62322
0.61241,0.61583,0.60226,0.59315,0.61033,0.60216,0.60045,0.60583
0.60174,0.60068,0.59683,0.59385,0.6042,0.59123,0.59247,0.60255
0.60174,0.58583,0.58152,0.58395,0.59283,0.58716,0.58257,0.58983
0.60174,0.57533,0.581,0.58818,0.57995,0.57014,0.57434,0.58868
0.61558,0.56615,0.56609,0.59099,0.57045,0.56235,0.57028,0.58388
0.61558,0.55321,0.56055,0.60378,0.55719,0.5528,0.56397,0.58849
0.5875,0.55506,0.561,0.60704,0.55784,0.5479,0.55871,0.5876
0.5875,0.56368,0.55035,0.58717,0.5514,0.54047,0.55696,0.56704
0.5875,0.54418,0.55108,0.58844,0.56336,0.54554,0.55206,0.56777
0.55971,0.54709,0.54355,0.59089,0.54405,0.5307,0.54763,0.56479
0.55971,0.5416,0.54451,0.56613,0.56061,0.54876,0.5443,0.55121
0.56691,0.5382,0.53432,0.56641,0.54326,0.53926,0.54079,0.54842
0.56691,0.53895,0.53053,0.57573,0.54604,0.54202,0.53533,0.5514
0.56691,0.54548,0.536,0.5738,0.54476,0.53245,0.54245,0.55293
0.55218,0.53847,0.52979,0.57626,0.53505,0.53644,0.53718,0.55159
0.55218,0.54211,0.53024,0.56381,0.53628,0.54149,0.53704,0.54163
0.57408,0.53825,0.52666,0.56364,0.53208,0.54619,0.53199,0.54347
0.57408,0.53361,0.53265,0.58397,0.5415,0.55219,0.53725,0.55678
0.57408,0.54214,0.53601,0.58546,0.54285,0.55978,0.53789,0.55815
0.57405,0.5459,0.5381,0.58382,0.54589,0.5621,0.54183,0.56129
0.57405,0.54342,0.54403,0.58374,0.55238,0.55899,0.548,0.56031
0.58264,0.55404,0.54958,0.58237,0.55891,0.56337,0.55377,0.56292
0.58264,0.56993,0.55173,0.59004,0.56135,0.5723,0.554,0.57105
0.58264,0.57475,0.55795,0.58899,0.56562,0.5747,0.55886,0.57272
0.57689,0.59018,0.56269,0.58893,0.57062,0.57566,0.56168,0.57409
0.57689,0.59285,0.57049,0.58231,0.57517,0.58523,0.57544,0.5751
0.5874,0.59033,0.56964,0.58311,0.57704,0.57732,0.56847,0.57456
0.5874,0.59159,0.57405,0.59182,0.57774,0.57831,0.57743,0.58241
0.5874,0.59675,0.59052,0.59035,0.59093,0.58549,0.58086,0.5908
0.58688,0.59142,0.58642,0.58993,0.58877,0.58635,0.58699,0.58873
0.58688,0.59914,0.58628,0.58933,0.57446,0.58201,0.58689,0.59001
0.59631,0.59697,0.59829,0.58863,0.59376,0.5989,0.5993,0.59183
0.59631,0.59991,0.59731,0.59764,0.59856,0.5996,0.59534,0.59884
0.59631,0.59439,0.59877,0.59704,0.60066,0.60388,0.60189,0.60172
0.61151,0.59634,0.59998,0.59711,0.60325,0.61016,0.60593,0.60061
0.61151,0.59583,0.60375,0.61041,0.59943,0.60047,0.60585,0.6092
0.61405,0.60563,0.59183,0.60967,0.59575,0.5954,0.59707,0.60763
0.61405,0.6015,0.60329,0.61267,0.605,0.6036,0.60411,0.61034
0.61405,0.60433,0.59596,0.61158,0.59356,0.59946,0.59844,0.60891
0.60821,0.60555,0.59155,0.61177,0.59129,0.59814,0.60144,0.60679
0.60821,0.59585,0.60306,0.60717,0.59852,0.59875,0.6039,0.60547
0.60706,0.60923,0.59764,0.60679,0.59577,0.59824,0.60102,0.60447
0.60706,0.60894,0.60656,0.60622,0.60133,0.60234,0.6047,0.60567
0.60706,0.60452,0.60405,0.60589,0.61139,0.61016,0.61007,0.60518
0.6085,0.59792,0.61043,0.60633,0.60918,0.60978,0.61126,0.60669
0.6085,0.59565,0.61463,0.6075,0.60841,0.60847,0.6126,0.60846
0.62497,0.60421,0.6182,0.60786,0.61269,0.61152,0.61519,0.61007
0.62497,0.61314,0.62705,0.62253,0.62829,0.61751,0.62199,0.61975
0.62497,0.61267,0.6293,0.62291,0.62294,0.61603,0.62182,0.6224
0.62008,0.59988,0.64283,0.62319,0.62839,0.61289,0.62604,0.62544
0.62008,0.61623,0.63367,0.61846,0.63215,0.62449,0.63021,0.62179
0.63029,0.61534,0.62603,0.61844,0.63145,0.63147,0.62834,0.62019
0.63029,0.62292,0.63194,0.62692,0.63173,0.63021,0.62677,0.62828
0.63029,0.61553,0.62677,0.62502,0.63245,0.6333,0.63058,0.62856
0.63737,0.61615,0.633,0.62475,0.6422,0.64072,0.63808,0.62988
0.63737,0.61552,0.62869,0.62994,0.6383,0.63787,0.63785,0.63381
0.66027,0.61814,0.62981,0.63043,0.64028,0.63581,0.64074,0.63241
0.66027,0.61661,0.6339,0.6501,0.63788,0.63659,0.63834,0.64764
0.66027,0.62595,0.64662,0.64996,0.63273,0.63346,0.63783,0.64716
0.65552,0.62329,0.65797,0.6505,0.63387,0.64021,0.63523,0.64957
0.65552,0.6274,0.66078,0.6467,0.64037,0.64325,0.641,0.64687
0.65598,0.62573,0.66232,0.64772,0.64237,0.64328,0.6387,0.64788
0.65598,0.62263,0.67475,0.64896,0.63965,0.6457,0.64793,0.64909
0.65598,0.62716,0.66037,0.64956,0.64437,0.6432,0.65007,0.64795
0.65588,0.62502,0.65571,0.65043,0.64043,0.6484,0.64533,0.65128
0.65588,0.62626,0.65583,0.6508,0.6414,0.64873,0.65005,0.65182
0.64491,0.62868,0.66163,0.65109,0.64261,0.64422,0.64705,0.65106
0.64491,0.63315,0.64546,0.64189,0.64498,0.64763,0.64182,0.64627
0.64491,0.64242,0.64329,0.63979,0.64936,0.64736,0.63864,0.64514
0.64504,0.64161,0.63925,0.64013,0.64851,0.64566,0.63587,0.64566
0.64504,0.62562,0.62788,0.63899,0.64151,0.63803,0.63035,0.64268
0.63527,0.61872,0.63002,0.63752,0.64264,0.64052,0.62781,0.64153
0.63527,0.61028,0.6236,0.62659,0.63621,0.63474,0.62184,0.63381
0.63527,0.61098,0.62177,0.62578,0.62471,0.6255,0.61718,0.63098
0.61998,0.60693,0.62227,0.62567,0.62003,0.62494,0.61739,0.6318
0.61998,0.60492,0.61238,0.60844,0.61521,0.60999,0.60902,0.6187
0.62782,0.60567,0.61619,0.61052,0.60979,0.61255,0.60942,0.61998
0.62782,0.605,0.6129,0.61812,0.59687,0.6059,0.60415,0.62281
0.62782,0.60387,0.60895,0.61753,0.61003,0.60358,0.60663,0.62146
0.59383,0.60404,0.60679,0.61922,0.59948,0.60476,0.6036,0.62161
0.59383,0.60202,0.59732,0.58351,0.58977,0.59935,0.59784,0.60231
0.59775,0.61141,0.60099,0.58216,0.60011,0.59701,0.59755,0.59822
0.59775,0.60294,0.59536,0.58631,0.58725,0.59315,0.59176,0.59982
0.59775,0.60074,0.58514,0.58688,0.58417,0.58746,0.58807,0.59798
0.55673,0.59984,0.58515,0.58566,0.58582,0.58094,0.58295,0.59306
0.55673,0.60337,0.58329,0.54362,0.58862,0.57567,0.57741,0.56802
0.56982,0.5935,0.57606,0.54297,0.56933,0.5711,0.5714,0.56962
0.56982,0.58217,0.57078,0.55842,0.5706,0.56475,0.56662,0.57185
0.56982,0.571,0.56362,0.55918,0.5647,0.5575,0.5583,0.56789
0.56015,0.56505,0.56139,0.56041,0.55708,0.55549,0.55578,0.56653
0.56015,0.54841,0.56959,0.55183,0.55346,0.55274,0.54963,0.55815
0.55865,0.55885,0.5629,0.55231,0.54878,0.5527,0.548,0.55845
0.55865,0.55493,0.55058,0.55408,0.5316,0.53886,0.54091,0.5521
0.55865,0.56179,0.54295,0.55595,0.52584,0.53657,0.53797,0.55068
0.51387,0.53349,0.54942,0.55755,0.52508,0.53436,0.53513,0.5487
0.51387,0.52983,0.55718,0.51102,0.52554,0.53444,0.53259,0.52287
0.51661,0.55048,0.53852,0.51162,0.51487,0.53094,0.52909,0.5176
0.51661,0.52492,0.52671,0.51836,0.50316,0.5205,0.52048,0.51765
0.51661,0.52216,0.51658,0.52267,0.50459,0.51652,0.51282,0.51465
0.50952,0.52147,0.51254,0.52183,0.50127,0.51678,0.50968,0.51366
0.50952,0.5192,0.50565,0.51669,0.50099,0.51369,0.50517,0.50777
0.51029,0.51584,0.50894,0.51611,0.5053,0.5154,0.50499,0.50751
